Instance,Task count,Recharge count,Distance,Travelled,by each,robot
F1R2D3T10Delta50Tmax300Iter5,3,2,19.44380011,126.8300609,,
F1R2D3T10Delta50Tmax300Iter6,2,1,110.0554323,0,,
F1R2D3T10Delta50Tmax300Iter7,1,0,47.54840244,0,,
F1R2D3T10Delta50Tmax300Iter8,4,0,20.40255065,120.1569327,,
F1R2D3T10Delta50Tmax300Iter9,3,1,190.4090733,0,,
F1R2D3T10Delta50Tmax600Iter0,3,0,122.2536588,0,,
F1R2D3T10Delta50Tmax600Iter1,2,0,0,29.22316354,,
F1R2D3T10Delta50Tmax600Iter2,0,0,0,0,,
F1R2D3T10Delta50Tmax600Iter3,1,0,21.20778418,0,,
F1R2D3T10Delta50Tmax600Iter4,1,0,0,24.02059259,,
F1R2D3T10Delta50Tmax600Iter5,3,1,101.8300609,19.44380011,,
F1R2D3T10Delta50Tmax600Iter6,2,1,110.0554323,0,,
F1R2D3T10Delta50Tmax600Iter7,1,0,47.54840244,0,,
F1R2D3T10Delta50Tmax600Iter8,4,0,20.40255065,120.1569327,,
F1R2D3T10Delta50Tmax600Iter9,3,1,0,190.4090733,,
F1R2D3T10Delta75Tmax150Iter0,2,0,0,140.4323761,,
F1R2D3T10Delta75Tmax150Iter1,3,1,14.36013423,154.4142609,,
F1R2D3T10Delta75Tmax150Iter2,2,2,26.92506131,181.5990345,,
F1R2D3T10Delta75Tmax150Iter3,2,0,26.20618895,59.427158,,
F1R2D3T10Delta75Tmax150Iter4,3,2,148.460419,106.6009445,,
F1R2D3T10Delta75Tmax150Iter5,3,0,114.3012018,29.76953254,,
F1R2D3T10Delta75Tmax150Iter6,3,0,57.44352872,103.6656182,,
F1R2D3T10Delta75Tmax150Iter7,3,2,106.1591844,194.9557997,,
F1R2D3T10Delta75Tmax150Iter8,4,1,242.5359172,25.26629299,,
F1R2D3T10Delta75Tmax150Iter9,4,0,66.84194382,168.2124536,,
F1R2D3T10Delta75Tmax300Iter0,2,0,0,140.4323761,,
F1R2D3T10Delta75Tmax300Iter1,3,1,0,206.2743951,,
F1R2D3T10Delta75Tmax300Iter2,2,2,0,208.5240958,,
F1R2D3T10Delta75Tmax300Iter3,2,0,59.427158,26.20618895,,
F1R2D3T10Delta75Tmax300Iter4,4,0,305.8826945,0,,
F1R2D3T10Delta75Tmax300Iter5,3,0,114.3012018,29.76953254,,
F1R2D3T10Delta75Tmax300Iter6,3,1,57.44352872,185.8087109,,
F1R2D3T10Delta75Tmax300Iter7,3,1,263.6890481,37.42593592,,
F1R2D3T10Delta75Tmax300Iter8,4,1,369.1648589,0,,
F1R2D3T10Delta75Tmax300Iter9,3,1,36.65947071,235.8949267,,
F1R2D3T10Delta75Tmax600Iter0,2,0,0,140.4323761,,
F1R2D3T10Delta75Tmax600Iter1,3,0,206.2743951,0,,
F1R2D3T10Delta75Tmax600Iter2,2,2,181.5990345,26.92506131,,
F1R2D3T10Delta75Tmax600Iter3,2,0,26.20618895,59.427158,,
F1R2D3T10Delta75Tmax600Iter4,4,0,305.8826945,0,,
F1R2D3T10Delta75Tmax600Iter5,3,0,114.3012018,29.76953254,,
F1R2D3T10Delta75Tmax600Iter6,3,1,243.2522396,0,,
F1R2D3T10Delta75Tmax600Iter7,3,1,263.6890481,37.42593592,,
F1R2D3T10Delta75Tmax600Iter8,4,1,369.1648589,0,,
F1R2D3T10Delta75Tmax600Iter9,3,1,36.65947071,235.8949267,,
F1R2D3T10Delta150Tmax150Iter0,2,0,75.94775886,150.6768451,,
F1R2D3T10Delta150Tmax150Iter1,2,0,63.26272971,92.07361962,,
F1R2D3T10Delta150Tmax150Iter2,2,0,131.8407838,114.0348379,,
F1R2D3T10Delta150Tmax150Iter3,2,0,101.7038154,105.7857158,,
F1R2D3T10Delta150Tmax150Iter4,2,0,149.1289968,101.2277999,,
F1R2D3T10Delta150Tmax150Iter5,2,0,107.6298746,125.3653415,,
F1R2D3T10Delta150Tmax150Iter6,2,0,31.38684563,132.4168188,,
F1R2D3T10Delta150Tmax150Iter7,2,0,29.04638046,181.4535211,,
F1R2D3T10Delta150Tmax150Iter8,2,0,61.37654998,139.6467874,,
F1R2D3T10Delta150Tmax150Iter9,2,0,107.8985106,124.4260321,,
F1R2D3T10Delta150Tmax300Iter0,5,0,202.4975172,469.1154273,,
F1R2D3T10Delta150Tmax300Iter1,4,1,124.1745154,551.8643953,,
F1R2D3T10Delta150Tmax300Iter2,4,1,491.366943,245.8756217,,
F1R2D3T10Delta150Tmax300Iter3,4,1,230.0798945,511.2322863,,
F1R2D3T10Delta150Tmax300Iter4,5,0,158.1184331,515.2223616,,
F1R2D3T10Delta150Tmax300Iter5,4,0,181.6247322,266.3207015,,
F1R2D3T10Delta150Tmax300Iter6,4,0,97.36697929,318.9058881,,
F1R2D3T10Delta150Tmax300Iter7,4,0,299.5865921,399.0684133,,
F1R2D3T10Delta150Tmax300Iter8,4,0,61.37654998,549.4199204,,
F1R2D3T10Delta150Tmax300Iter9,3,2,124.4260321,593.4075797,,
F1R2D3T10Delta150Tmax600Iter0,4,0,764.7460844,0,,
F1R2D3T10Delta150Tmax600Iter1,4,1,0,969.635838,,
F1R2D3T10Delta150Tmax600Iter2,4,1,131.8407838,713.6437574,,
F1R2D3T10Delta150Tmax600Iter3,5,0,0,1079.711523,,
F1R2D3T10Delta150Tmax600Iter4,5,0,850.0397248,0,,
F1R2D3T10Delta150Tmax600Iter5,6,0,806.356935,56.25939078,,
F1R2D3T10Delta150Tmax600Iter6,5,0,798.8490379,65.98013366,,
F1R2D3T10Delta150Tmax600Iter7,4,0,848.6550054,0,,
F1R2D3T10Delta150Tmax600Iter8,5,1,793.5135834,61.37654998,,
F1R2D3T10Delta150Tmax600Iter9,4,0,919.2992438,0,,
F1R3D2T5Delta50Tmax150Iter0,0,0,0,0,0,
F1R3D2T5Delta50Tmax150Iter1,2,0,41.25366056,0,0,
F1R3D2T5Delta50Tmax150Iter2,1,0,19.57038507,0,0,
F1R3D2T5Delta50Tmax150Iter3,0,0,0,0,0,
F1R3D2T5Delta50Tmax150Iter4,0,0,0,0,0,
F1R3D2T5Delta50Tmax150Iter5,0,0,0,0,0,
F1R3D2T5Delta50Tmax150Iter6,1,0,19.99792048,0,0,
F1R3D2T5Delta50Tmax150Iter7,0,0,0,0,0,
F1R3D2T5Delta50Tmax150Iter8,0,0,0,0,0,
F1R3D2T5Delta50Tmax150Iter9,0,0,0,0,0,
F1R3D2T5Delta50Tmax300Iter0,0,0,0,0,0,
F1R3D2T5Delta50Tmax300Iter1,2,0,41.25366056,0,0,
F1R3D2T5Delta50Tmax300Iter2,1,0,19.57038507,0,0,
F1R3D2T5Delta50Tmax300Iter3,0,0,0,0,0,
F1R3D2T5Delta50Tmax300Iter4,0,0,0,0,0,
F1R3D2T5Delta50Tmax300Iter5,0,0,0,0,0,
F1R3D2T5Delta50Tmax300Iter6,1,0,0,19.99792048,0,
F1R3D2T5Delta50Tmax300Iter7,0,0,0,0,0,
F1R3D2T5Delta50Tmax300Iter8,0,0,0,0,0,
F1R3D2T5Delta50Tmax300Iter9,0,0,0,0,0,
F1R3D2T5Delta50Tmax600Iter0,0,0,0,0,0,
F1R3D2T5Delta50Tmax600Iter1,2,0,41.25366056,0,0,
F1R3D2T5Delta50Tmax600Iter2,1,0,19.57038507,0,0,
F1R3D2T5Delta50Tmax600Iter3,0,0,0,0,0,
F1R3D2T5Delta50Tmax600Iter4,0,0,0,0,0,
F1R3D2T5Delta50Tmax600Iter5,0,0,0,0,0,
F1R3D2T5Delta50Tmax600Iter6,1,0,0,19.99792048,0,
F1R3D2T5Delta50Tmax600Iter7,0,0,0,0,0,
F1R3D2T5Delta50Tmax600Iter8,0,0,0,0,0,
F1R3D2T5Delta50Tmax600Iter9,0,0,0,0,0,
F1R3D2T5Delta75Tmax150Iter0,1,0,32.72999161,0,0,
F1R3D2T5Delta75Tmax150Iter1,1,0,0,41.25366056,0,
F1R3D2T5Delta75Tmax150Iter2,1,0,19.57038507,0,0,
F1R3D2T5Delta75Tmax150Iter3,1,0,33.08289397,0,0,
F1R3D2T5Delta75Tmax150Iter4,0,0,0,0,0,
F1R3D2T5Delta75Tmax150Iter5,2,0,64.19092084,0,0,
F1R3D2T5Delta75Tmax150Iter6,1,0,54.71173328,0,0,
F1R3D2T5Delta75Tmax150Iter7,1,0,28.88278361,0,0,
F1R3D2T5Delta75Tmax150Iter8,2,0,0,0,62.17815072,
F1R3D2T5Delta75Tmax150Iter9,1,0,36.46561266,0,0,
F1R3D2T5Delta75Tmax300Iter0,1,0,32.72999161,0,0,
F1R3D2T5Delta75Tmax300Iter1,1,0,0,41.25366056,0,
F1R3D2T5Delta75Tmax300Iter2,1,0,19.57038507,0,0,
F1R3D2T5Delta75Tmax300Iter3,1,0,33.08289397,0,0,
F1R3D2T5Delta75Tmax300Iter4,0,0,0,0,0,
F1R3D2T5Delta75Tmax300Iter5,2,0,64.19092084,0,0,
F1R3D2T5Delta75Tmax300Iter6,1,0,54.71173328,0,0,
F1R3D2T5Delta75Tmax300Iter7,1,0,28.88278361,0,0,
F1R3D2T5Delta75Tmax300Iter8,2,0,0,0,62.17815072,
F1R3D2T5Delta75Tmax300Iter9,1,0,36.46561266,0,0,
F1R3D2T5Delta75Tmax600Iter0,1,0,32.72999161,0,0,
F1R3D2T5Delta75Tmax600Iter1,1,0,0,41.25366056,0,
F1R3D2T5Delta75Tmax600Iter2,1,0,19.57038507,0,0,
F1R3D2T5Delta75Tmax600Iter3,1,0,33.08289397,0,0,
F1R3D2T5Delta75Tmax600Iter4,0,0,0,0,0,
F1R3D2T5Delta75Tmax600Iter5,2,0,64.19092084,0,0,
F1R3D2T5Delta75Tmax600Iter6,1,0,54.71173328,0,0,
F1R3D2T5Delta75Tmax600Iter7,1,0,28.88278361,0,0,
F1R3D2T5Delta75Tmax600Iter8,2,0,0,0,62.17815072,
F1R3D2T5Delta75Tmax600Iter9,1,0,36.46561266,0,0,
F1R3D2T5Delta150Tmax150Iter0,1,0,0,73.62143437,0,
F1R3D2T5Delta150Tmax150Iter1,2,0,82.61814929,68.48413612,0,
F1R3D2T5Delta150Tmax150Iter2,2,0,0,91.14341605,61.20936031,
F1R3D2T5Delta150Tmax150Iter3,1,0,33.08289397,0,0,
F1R3D2T5Delta150Tmax150Iter4,3,0,67.33279118,72.84368817,50.07079543,
F1R3D2T5Delta150Tmax150Iter5,2,0,31.77660507,0,72.10220767,
F1R3D2T5Delta150Tmax150Iter6,1,0,0,0,116.2647546,
F1R3D2T5Delta150Tmax150Iter7,2,0,50.97252372,0,121.7762718,
F1R3D2T5Delta150Tmax150Iter8,2,0,86.90572281,34.44572056,0,
F1R3D2T5Delta150Tmax150Iter9,1,0,98.11103921,0,0,
F1R3D2T5Delta150Tmax300Iter0,3,1,628.6243794,0,0,
F1R3D2T5Delta150Tmax300Iter1,3,0,0,82.61814929,289.4533257,
F1R3D2T5Delta150Tmax300Iter2,3,3,330.2500353,61.20936031,280.6882926,
F1R3D2T5Delta150Tmax300Iter3,1,1,208.4047535,0,0,
F1R3D2T5Delta150Tmax300Iter4,2,1,240.1764794,0,50.07079543,
F1R3D2T5Delta150Tmax300Iter5,2,0,0,103.8788127,0,
F1R3D2T5Delta150Tmax300Iter6,3,1,403.8977548,116.2647546,0,
F1R3D2T5Delta150Tmax300Iter7,3,0,28.88278361,326.2684024,0,
F1R3D2T5Delta150Tmax300Iter8,2,0,318.9134166,0,0,
F1R3D2T5Delta150Tmax300Iter9,2,0,0,365.5240697,0,
F1R3D2T5Delta150Tmax600Iter0,3,1,628.6243794,0,0,
F1R3D2T5Delta150Tmax600Iter1,3,0,0,372.071475,0,
F1R3D2T5Delta150Tmax600Iter2,3,1,0,61.20936031,610.9383279,
F1R3D2T5Delta150Tmax600Iter3,2,1,0,0,436.709645,
F1R3D2T5Delta150Tmax600Iter4,2,1,50.07079543,0,240.1764794,
F1R3D2T5Delta150Tmax600Iter5,4,1,646.5670596,0,72.10220767,
F1R3D2T5Delta150Tmax600Iter6,3,0,0,520.1625094,0,
F1R3D2T5Delta150Tmax600Iter7,3,0,28.88278361,326.2684024,0,
F1R3D2T5Delta150Tmax600Iter8,2,0,318.9134166,0,0,
F1R3D2T5Delta150Tmax600Iter9,2,0,0,0,365.5240697,
F1R3D2T10Delta50Tmax150Iter0,0,0,0,0,0,
F1R3D2T10Delta50Tmax150Iter1,3,0,15.69932875,21.45503868,19.79862188,
F1R3D2T10Delta50Tmax150Iter2,1,0,19.57038507,0,0,
F1R3D2T10Delta50Tmax150Iter3,0,0,0,0,0,
F1R3D2T10Delta50Tmax150Iter4,1,0,17.8575932,0,0,
F1R3D2T10Delta50Tmax150Iter5,0,0,0,0,0,
F1R3D2T10Delta50Tmax150Iter6,1,0,19.99792048,0,0,
F1R3D2T10Delta50Tmax150Iter7,0,0,0,0,0,
F1R3D2T10Delta50Tmax150Iter8,0,0,0,0,0,
F1R3D2T10Delta50Tmax150Iter9,1,0,13.98754357,0,0,
F1R3D2T10Delta50Tmax300Iter0,0,0,0,0,0,
F1R3D2T10Delta50Tmax300Iter1,3,0,15.69932875,21.45503868,19.79862188,
F1R3D2T10Delta50Tmax300Iter2,1,0,19.57038507,0,0,
F1R3D2T10Delta50Tmax300Iter3,0,0,0,0,0,
F1R3D2T10Delta50Tmax300Iter4,1,0,17.8575932,0,0,
F1R3D2T10Delta50Tmax300Iter5,0,0,0,0,0,
F1R3D2T10Delta50Tmax300Iter6,1,0,19.99792048,0,0,
F1R3D2T10Delta50Tmax300Iter7,0,0,0,0,0,
F1R3D2T10Delta50Tmax300Iter8,0,0,0,0,0,
F1R3D2T10Delta50Tmax300Iter9,1,0,13.98754357,0,0,
F1R3D2T10Delta50Tmax600Iter0,0,0,0,0,0,
F1R3D2T10Delta50Tmax600Iter1,3,0,15.69932875,21.45503868,19.79862188,
F1R3D2T10Delta50Tmax600Iter2,1,0,19.57038507,0,0,
F1R3D2T10Delta50Tmax600Iter3,0,0,0,0,0,
F1R3D2T10Delta50Tmax600Iter4,1,0,17.8575932,0,0,
F1R3D2T10Delta50Tmax600Iter5,0,0,0,0,0,
F1R3D2T10Delta50Tmax600Iter6,1,0,19.99792048,0,0,
F1R3D2T10Delta50Tmax600Iter7,0,0,0,0,0,
F1R3D2T10Delta50Tmax600Iter8,0,0,0,0,0,
F1R3D2T10Delta50Tmax600Iter9,1,0,13.98754357,0,0,
F1R3D2T10Delta75Tmax150Iter0,2,0,0,29.50159055,32.72999161,
F1R3D2T10Delta75Tmax150Iter1,2,0,15.69932875,41.25366056,0,
F1R3D2T10Delta75Tmax150Iter2,1,0,19.57038507,0,0,
F1R3D2T10Delta75Tmax150Iter3,1,0,33.08289397,0,0,
F1R3D2T10Delta75Tmax150Iter4,2,0,17.8575932,0,26.11757142,
F1R3D2T10Delta75Tmax150Iter5,3,0,57.89849279,31.77660507,0,
F1R3D2T10Delta75Tmax150Iter6,2,0,0,54.71173328,28.53502739,
F1R3D2T10Delta75Tmax150Iter7,1,0,28.88278361,0,0,
F1R3D2T10Delta75Tmax150Iter8,2,0,27.73243016,0,34.44572056,
F1R3D2T10Delta75Tmax150Iter9,2,0,36.46561266,0,42.54918971,
F1R3D2T10Delta75Tmax300Iter0,2,0,32.72999161,0,29.50159055,
F1R3D2T10Delta75Tmax300Iter1,2,0,15.69932875,41.25366056,0,
F1R3D2T10Delta75Tmax300Iter2,1,0,19.57038507,0,0,
F1R3D2T10Delta75Tmax300Iter3,1,0,33.08289397,0,0,
F1R3D2T10Delta75Tmax300Iter4,2,0,17.8575932,0,26.11757142,
F1R3D2T10Delta75Tmax300Iter5,3,0,32.41431578,25.48417702,31.77660507,
F1R3D2T10Delta75Tmax300Iter6,2,0,0,54.71173328,28.53502739,
F1R3D2T10Delta75Tmax300Iter7,1,0,0,28.88278361,0,
F1R3D2T10Delta75Tmax300Iter8,2,0,0,0,62.17815072,
F1R3D2T10Delta75Tmax300Iter9,2,0,0,0,79.01480237,
F1R3D2T10Delta75Tmax600Iter0,2,0,62.23158216,0,0,
F1R3D2T10Delta75Tmax600Iter1,2,0,15.69932875,41.25366056,0,
F1R3D2T10Delta75Tmax600Iter2,1,0,19.57038507,0,0,
F1R3D2T10Delta75Tmax600Iter3,1,0,33.08289397,0,0,
F1R3D2T10Delta75Tmax600Iter4,2,0,17.8575932,0,26.11757142,
F1R3D2T10Delta75Tmax600Iter5,3,0,32.41431578,25.48417702,31.77660507,
F1R3D2T10Delta75Tmax600Iter6,2,0,0,54.71173328,28.53502739,
F1R3D2T10Delta75Tmax600Iter7,1,0,0,28.88278361,0,
F1R3D2T10Delta75Tmax600Iter8,2,0,27.73243016,34.44572056,0,
F1R3D2T10Delta75Tmax600Iter9,2,0,0,0,79.01480237,
F1R3D2T10Delta150Tmax150Iter0,2,0,71.19754195,260.8336098,0,
F1R3D2T10Delta150Tmax150Iter1,2,0,82.61814929,84.18346487,0,
F1R3D2T10Delta150Tmax150Iter2,3,0,91.14341605,104.8967083,115.3231942,
F1R3D2T10Delta150Tmax150Iter3,2,0,108.1578512,136.1345697,0,
F1R3D2T10Delta150Tmax150Iter4,3,0,67.92838863,26.11757142,107.9005646,
F1R3D2T10Delta150Tmax150Iter5,2,0,0,99.58942493,115.4664197,
F1R3D2T10Delta150Tmax150Iter6,3,0,80.65774189,137.866076,77.24578272,
F1R3D2T10Delta150Tmax150Iter7,2,0,50.97252372,0,232.3341089,
F1R3D2T10Delta150Tmax150Iter8,3,0,34.44572056,182.8759735,43.85456186,
F1R3D2T10Delta150Tmax150Iter9,2,0,122.8051528,61.64542655,0,
F1R3D2T10Delta150Tmax300Iter0,4,0,715.8365548,0,71.19754195,
F1R3D2T10Delta150Tmax300Iter1,6,0,82.61814929,489.0330754,239.0064698,
F1R3D2T10Delta150Tmax300Iter2,4,3,330.2500353,220.2199026,280.6882926,
F1R3D2T10Delta150Tmax300Iter3,3,0,0,108.1578512,311.4564292,
F1R3D2T10Delta150Tmax300Iter4,4,0,382.9610144,94.04596004,0,
F1R3D2T10Delta150Tmax300Iter5,3,0,0,279.3313374,115.4664197,
F1R3D2T10Delta150Tmax300Iter6,6,0,77.24578272,162.2086837,460.212889,
F1R3D2T10Delta150Tmax300Iter7,4,0,79.85530733,474.0778691,0,
F1R3D2T10Delta150Tmax300Iter8,5,0,43.85456186,618.7031442,108.9414417,
F1R3D2T10Delta150Tmax300Iter9,4,1,0,505.3678389,390.2181833,
F1R3D2T10Delta150Tmax600Iter0,3,0,787.0340967,0,0,
F1R3D2T10Delta150Tmax600Iter1,5,1,960.058546,0,82.61814929,
F1R3D2T10Delta150Tmax600Iter2,5,1,846.2473144,220.2199026,0,
F1R3D2T10Delta150Tmax600Iter3,4,0,108.1578512,0,539.7613207,
F1R3D2T10Delta150Tmax600Iter4,4,0,0,577.0069744,0,
F1R3D2T10Delta150Tmax600Iter5,5,0,115.4664197,794.1217919,0,
F1R3D2T10Delta150Tmax600Iter6,5,0,605.012671,94.65468442,0,
F1R3D2T10Delta150Tmax600Iter7,4,0,0,980.2667292,0,
F1R3D2T10Delta150Tmax600Iter8,4,0,871.4991477,0,0,
F1R3D2T10Delta150Tmax600Iter9,4,0,1000.652609,0,0,
F1R3D3T5Delta50Tmax150Iter0,1,0,0,0,15.21297023,
F1R3D3T5Delta50Tmax150Iter1,2,0,19.70964383,9.513519702,0,
F1R3D3T5Delta50Tmax150Iter2,0,0,0,0,0,
F1R3D3T5Delta50Tmax150Iter3,0,0,0,0,0,
F1R3D3T5Delta50Tmax150Iter4,0,0,0,0,0,
F1R3D3T5Delta50Tmax150Iter5,1,0,19.44380011,0,0,
F1R3D3T5Delta50Tmax150Iter6,1,2,89.46290041,0,0,
F1R3D3T5Delta50Tmax150Iter7,1,0,0,0,15.25843877,
F1R3D3T5Delta50Tmax150Iter8,3,1,20.40255065,0,96.26012477,
F1R3D3T5Delta50Tmax150Iter9,3,2,167.1296876,0,23.27938572,
F1R3D3T5Delta50Tmax300Iter0,1,0,0,0,15.21297023,
F1R3D3T5Delta50Tmax300Iter1,2,0,0,29.22316354,0,
F1R3D3T5Delta50Tmax300Iter2,0,0,0,0,0,
F1R3D3T5Delta50Tmax300Iter3,0,0,0,0,0,
F1R3D3T5Delta50Tmax300Iter4,0,0,0,0,0,
F1R3D3T5Delta50Tmax300Iter5,1,0,19.44380011,0,0,
F1R3D3T5Delta50Tmax300Iter6,1,2,0,89.46290041,0,
