Instance,Task count,Recharge count,Distance,Travelled,by each,robot
F1R3D3T5Delta50Tmax300Iter7,1,0,0,0,15.25843877,
F1R3D3T5Delta50Tmax300Iter8,3,1,116.6626754,0,0,
F1R3D3T5Delta50Tmax300Iter9,3,1,0,190.4090733,0,
F1R3D3T5Delta50Tmax600Iter0,1,0,0,0,15.21297023,
F1R3D3T5Delta50Tmax600Iter1,2,0,0,29.22316354,0,
F1R3D3T5Delta50Tmax600Iter2,0,0,0,0,0,
F1R3D3T5Delta50Tmax600Iter3,0,0,0,0,0,
F1R3D3T5Delta50Tmax600Iter4,0,0,0,0,0,
F1R3D3T5Delta50Tmax600Iter5,1,0,19.44380011,0,0,
F1R3D3T5Delta50Tmax600Iter6,1,2,0,89.46290041,0,
F1R3D3T5Delta50Tmax600Iter7,1,0,0,0,15.25843877,
F1R3D3T5Delta50Tmax600Iter8,3,1,0,116.6626754,0,
F1R3D3T5Delta50Tmax600Iter9,3,1,190.4090733,0,0,
F1R3D3T5Delta75Tmax150Iter0,1,0,0,15.75770364,0,
F1R3D3T5Delta75Tmax150Iter1,1,0,0,0,29.28510127,
F1R3D3T5Delta75Tmax150Iter2,2,2,26.92506131,181.5990345,0,
F1R3D3T5Delta75Tmax150Iter3,1,0,31.12484865,0,0,
F1R3D3T5Delta75Tmax150Iter4,2,3,86.49487466,125.821331,0,
F1R3D3T5Delta75Tmax150Iter5,1,0,16.81065449,0,0,
F1R3D3T5Delta75Tmax150Iter6,3,2,57.44352872,78.7476972,82.14309272,
F1R3D3T5Delta75Tmax150Iter7,3,2,37.42593592,193.4787832,0,
F1R3D3T5Delta75Tmax150Iter8,3,2,25.26629299,138.8626487,36.26942925,
F1R3D3T5Delta75Tmax150Iter9,3,0,168.2124536,30.18247311,0,
F1R3D3T5Delta75Tmax300Iter0,1,0,0,15.75770364,0,
F1R3D3T5Delta75Tmax300Iter1,1,0,0,0,29.28510127,
F1R3D3T5Delta75Tmax300Iter2,2,2,208.5240958,0,0,
F1R3D3T5Delta75Tmax300Iter3,1,0,31.12484865,0,0,
F1R3D3T5Delta75Tmax300Iter4,2,2,0,0,212.3162056,
F1R3D3T5Delta75Tmax300Iter5,1,0,16.81065449,0,0,
F1R3D3T5Delta75Tmax300Iter6,3,1,0,218.3343186,0,
F1R3D3T5Delta75Tmax300Iter7,3,2,37.42593592,0,193.4787832,
F1R3D3T5Delta75Tmax300Iter8,3,0,200.3983709,0,0,
F1R3D3T5Delta75Tmax300Iter9,2,1,0,235.8949267,0,
F1R3D3T5Delta75Tmax600Iter0,1,0,15.75770364,0,0,
F1R3D3T5Delta75Tmax600Iter1,1,0,0,0,29.28510127,
F1R3D3T5Delta75Tmax600Iter2,2,2,0,0,208.5240958,
F1R3D3T5Delta75Tmax600Iter3,1,0,31.12484865,0,0,
F1R3D3T5Delta75Tmax600Iter4,2,2,212.3162056,0,0,
F1R3D3T5Delta75Tmax600Iter5,1,0,16.81065449,0,0,
F1R3D3T5Delta75Tmax600Iter6,3,1,0,218.3343186,0,
F1R3D3T5Delta75Tmax600Iter7,3,1,0,0,193.4047191,
F1R3D3T5Delta75Tmax600Iter8,3,0,0,0,200.3983709,
F1R3D3T5Delta75Tmax600Iter9,2,1,0,235.8949267,0,
F1R3D3T5Delta150Tmax150Iter0,1,0,0,39.67297761,0,
F1R3D3T5Delta150Tmax150Iter1,2,0,0,92.07361962,31.16183392,
F1R3D3T5Delta150Tmax150Iter2,3,0,79.14899204,57.78346917,73.47775744,
F1R3D3T5Delta150Tmax150Iter3,1,0,0,91.703707,0,
F1R3D3T5Delta150Tmax150Iter4,2,0,116.1650193,0,67.09923034,
F1R3D3T5Delta150Tmax150Iter5,2,0,103.2793984,18.64861468,0,
F1R3D3T5Delta150Tmax150Iter6,2,0,60.42866774,92.88181492,0,
F1R3D3T5Delta150Tmax150Iter7,3,0,71.19493138,102.3374174,29.04638046,
F1R3D3T5Delta150Tmax150Iter8,1,0,77.60531958,0,0,
F1R3D3T5Delta150Tmax150Iter9,2,0,73.08056775,0,133.3073597,
F1R3D3T5Delta150Tmax300Iter0,4,2,0,266.7143948,386.0800632,
F1R3D3T5Delta150Tmax300Iter1,4,1,362.9599463,88.75606923,0,
F1R3D3T5Delta150Tmax300Iter2,3,1,0,79.14899204,394.8988005,
F1R3D3T5Delta150Tmax300Iter3,3,4,91.703707,263.3993423,375.1765585,
F1R3D3T5Delta150Tmax300Iter4,3,3,67.09923034,362.2174649,176.6989301,
F1R3D3T5Delta150Tmax300Iter5,3,2,103.2793984,177.3394416,178.5084113,
F1R3D3T5Delta150Tmax300Iter6,4,0,43.68058008,368.7967,0,
F1R3D3T5Delta150Tmax300Iter7,2,0,0,277.5787292,0,
F1R3D3T5Delta150Tmax300Iter8,3,0,305.2559496,21.50690874,0,
F1R3D3T5Delta150Tmax300Iter9,2,0,381.7847903,0,0,
F1R3D3T5Delta150Tmax600Iter0,4,1,0,652.794458,0,
F1R3D3T5Delta150Tmax600Iter1,3,0,0,451.7160155,0,
F1R3D3T5Delta150Tmax600Iter2,2,1,474.0477926,0,0,
F1R3D3T5Delta150Tmax600Iter3,3,1,655.2796079,0,0,
F1R3D3T5Delta150Tmax600Iter4,3,2,538.916395,0,67.09923034,
F1R3D3T5Delta150Tmax600Iter5,3,1,459.1272513,0,0,
F1R3D3T5Delta150Tmax600Iter6,3,0,0,412.4772801,0,
F1R3D3T5Delta150Tmax600Iter7,2,0,277.5787292,0,0,
F1R3D3T5Delta150Tmax600Iter8,3,1,0,476.7628583,0,
F1R3D3T5Delta150Tmax600Iter9,2,0,0,0,381.7847903,
F1R3D3T10Delta50Tmax150Iter0,3,0,91.49110301,0,30.76255577,
F1R3D3T10Delta50Tmax150Iter1,2,0,19.70964383,9.513519702,0,
F1R3D3T10Delta50Tmax150Iter2,0,0,0,0,0,
F1R3D3T10Delta50Tmax150Iter3,1,0,0,21.20778418,0,
F1R3D3T10Delta50Tmax150Iter4,1,0,24.02059259,0,0,
F1R3D3T10Delta50Tmax150Iter5,3,1,19.44380011,126.8300609,0,
F1R3D3T10Delta50Tmax150Iter6,2,1,0,110.0554323,0,
F1R3D3T10Delta50Tmax150Iter7,1,0,47.54840244,0,0,
F1R3D3T10Delta50Tmax150Iter8,4,0,120.1569327,0,20.40255065,
F1R3D3T10Delta50Tmax150Iter9,3,2,23.27938572,0,167.1296876,
F1R3D3T10Delta50Tmax300Iter0,3,0,0,0,122.2536588,
F1R3D3T10Delta50Tmax300Iter1,2,0,19.70964383,0,9.513519702,
F1R3D3T10Delta50Tmax300Iter2,0,0,0,0,0,
F1R3D3T10Delta50Tmax300Iter3,1,0,21.20778418,0,0,
F1R3D3T10Delta50Tmax300Iter4,1,0,24.02059259,0,0,
F1R3D3T10Delta50Tmax300Iter5,3,1,19.44380011,126.8300609,0,
F1R3D3T10Delta50Tmax300Iter6,2,1,0,0,110.0554323,
F1R3D3T10Delta50Tmax300Iter7,1,0,47.54840244,0,0,
F1R3D3T10Delta50Tmax300Iter8,4,0,0,120.1569327,20.40255065,
F1R3D3T10Delta50Tmax300Iter9,3,1,190.4090733,0,0,
F1R3D3T10Delta50Tmax600Iter0,3,0,122.2536588,0,0,
F1R3D3T10Delta50Tmax600Iter1,2,0,19.70964383,0,9.513519702,
F1R3D3T10Delta50Tmax600Iter2,0,0,0,0,0,
F1R3D3T10Delta50Tmax600Iter3,1,0,21.20778418,0,0,
F1R3D3T10Delta50Tmax600Iter4,1,0,0,0,24.02059259,
F1R3D3T10Delta50Tmax600Iter5,3,1,0,0,121.273861,
F1R3D3T10Delta50Tmax600Iter6,2,1,0,0,110.0554323,
F1R3D3T10Delta50Tmax600Iter7,1,0,47.54840244,0,0,
F1R3D3T10Delta50Tmax600Iter8,4,0,20.40255065,0,120.1569327,
F1R3D3T10Delta50Tmax600Iter9,3,1,0,190.4090733,0,
F1R3D3T10Delta75Tmax150Iter0,2,0,0,140.4323761,0,
F1R3D3T10Delta75Tmax150Iter1,3,1,0,14.36013423,154.4142609,
F1R3D3T10Delta75Tmax150Iter2,2,2,181.5990345,0,26.92506131,
F1R3D3T10Delta75Tmax150Iter3,2,0,0,59.427158,26.20618895,
F1R3D3T10Delta75Tmax150Iter4,4,4,125.821331,106.6009445,148.460419,
F1R3D3T10Delta75Tmax150Iter5,3,0,29.76953254,0,114.3012018,
F1R3D3T10Delta75Tmax150Iter6,4,1,57.44352872,103.6656182,82.14309272,
F1R3D3T10Delta75Tmax150Iter7,3,2,68.73324844,194.9557997,37.42593592,
F1R3D3T10Delta75Tmax150Iter8,6,1,185.7049418,158.193624,25.26629299,
F1R3D3T10Delta75Tmax150Iter9,4,0,168.2124536,66.84194382,0,
F1R3D3T10Delta75Tmax300Iter0,2,0,0,140.4323761,0,
F1R3D3T10Delta75Tmax300Iter1,3,1,0,0,206.2743951,
F1R3D3T10Delta75Tmax300Iter2,2,2,0,0,208.5240958,
F1R3D3T10Delta75Tmax300Iter3,2,0,0,59.427158,26.20618895,
F1R3D3T10Delta75Tmax300Iter4,4,0,305.8826945,0,0,
F1R3D3T10Delta75Tmax300Iter5,3,0,29.76953254,0,114.3012018,
F1R3D3T10Delta75Tmax300Iter6,3,1,185.8087109,0,57.44352872,
F1R3D3T10Delta75Tmax300Iter7,3,1,301.114984,0,0,
F1R3D3T10Delta75Tmax300Iter8,4,0,0,369.1648589,0,
F1R3D3T10Delta75Tmax300Iter9,3,1,36.65947071,0,235.8949267,
F1R3D3T10Delta75Tmax600Iter0,2,0,0,140.4323761,0,
F1R3D3T10Delta75Tmax600Iter1,3,1,0,206.2743951,0,
F1R3D3T10Delta75Tmax600Iter2,2,2,0,181.5990345,26.92506131,
F1R3D3T10Delta75Tmax600Iter3,2,0,0,26.20618895,59.427158,
F1R3D3T10Delta75Tmax600Iter4,4,0,305.8826945,0,0,
F1R3D3T10Delta75Tmax600Iter5,3,0,29.76953254,0,114.3012018,
F1R3D3T10Delta75Tmax600Iter6,3,1,185.8087109,0,57.44352872,
F1R3D3T10Delta75Tmax600Iter7,3,1,301.114984,0,0,
F1R3D3T10Delta75Tmax600Iter8,4,0,0,369.1648589,0,
F1R3D3T10Delta75Tmax600Iter9,3,1,36.65947071,0,235.8949267,
F1R3D3T10Delta150Tmax150Iter0,2,0,0,75.94775886,150.6768451,
F1R3D3T10Delta150Tmax150Iter1,2,0,0,92.07361962,63.26272971,
F1R3D3T10Delta150Tmax150Iter2,3,0,57.78346917,114.0348379,131.8407838,
F1R3D3T10Delta150Tmax150Iter3,3,0,41.82474779,105.7857158,124.2941788,
F1R3D3T10Delta150Tmax150Iter4,2,0,0,101.2277999,149.1289968,
F1R3D3T10Delta150Tmax150Iter5,3,0,125.3653415,107.6298746,56.25939078,
F1R3D3T10Delta150Tmax150Iter6,3,0,94.74098161,31.38684563,88.73623871,
F1R3D3T10Delta150Tmax150Iter7,3,0,29.04638046,181.4535211,67.60412354,
F1R3D3T10Delta150Tmax150Iter8,2,0,139.6467874,61.37654998,0,
F1R3D3T10Delta150Tmax150Iter9,3,0,133.3073597,112.0168488,56.71770746,
F1R3D3T10Delta150Tmax300Iter0,5,2,436.0213766,319.0808988,84.64380897,
F1R3D3T10Delta150Tmax300Iter1,6,2,120.856965,476.8643953,446.9144777,
F1R3D3T10Delta150Tmax300Iter2,5,2,360.1057163,245.8756217,314.5032031,
F1R3D3T10Delta150Tmax300Iter3,5,2,124.2941788,369.1850581,511.2322863,
F1R3D3T10Delta150Tmax300Iter4,7,0,158.1184331,185.5842194,581.3370723,
F1R3D3T10Delta150Tmax300Iter5,7,0,181.6247322,402.4968399,203.4947536,
F1R3D3T10Delta150Tmax300Iter6,5,2,373.5563043,318.9058881,97.36697929,
F1R3D3T10Delta150Tmax300Iter7,4,0,299.5865921,0,399.0684133,
F1R3D3T10Delta150Tmax300Iter8,6,0,503.7878591,214.7257243,61.37654998,
F1R3D3T10Delta150Tmax300Iter9,4,2,366.8604649,420.7210714,56.71770746,
F1R3D3T10Delta150Tmax600Iter0,4,0,0,0,764.7460844,
F1R3D3T10Delta150Tmax600Iter1,4,1,969.635838,0,0,
F1R3D3T10Delta150Tmax600Iter2,4,1,599.6089195,0,245.8756217,
F1R3D3T10Delta150Tmax600Iter3,5,0,0,1079.711523,0,
F1R3D3T10Delta150Tmax600Iter4,5,0,101.2277999,748.8119249,0,
F1R3D3T10Delta150Tmax600Iter5,6,0,605.9915935,181.6247322,0,
F1R3D3T10Delta150Tmax600Iter6,5,0,723.8490379,65.98013366,0,
F1R3D3T10Delta150Tmax600Iter7,4,0,0,848.6550054,0,
F1R3D3T10Delta150Tmax600Iter8,5,0,0,0,854.8901334,
F1R3D3T10Delta150Tmax600Iter9,4,1,0,919.2992438,0,
F1R4D2T5Delta50Tmax150Iter0,0,0,0,0,0,0
F1R4D2T5Delta50Tmax150Iter1,2,0,41.25366056,0,0,0
F1R4D2T5Delta50Tmax150Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta50Tmax150Iter3,0,0,0,0,0,0
F1R4D2T5Delta50Tmax150Iter4,0,0,0,0,0,0
F1R4D2T5Delta50Tmax150Iter5,0,0,0,0,0,0
F1R4D2T5Delta50Tmax150Iter6,1,0,19.99792048,0,0,0
F1R4D2T5Delta50Tmax150Iter7,0,0,0,0,0,0
F1R4D2T5Delta50Tmax150Iter8,0,0,0,0,0,0
F1R4D2T5Delta50Tmax150Iter9,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter0,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter1,2,0,41.25366056,0,0,0
F1R4D2T5Delta50Tmax300Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta50Tmax300Iter3,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter4,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter5,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter6,1,0,19.99792048,0,0,0
F1R4D2T5Delta50Tmax300Iter7,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter8,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter9,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter0,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter1,2,0,41.25366056,0,0,0
F1R4D2T5Delta50Tmax600Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta50Tmax600Iter3,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter4,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter5,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter6,1,0,19.99792048,0,0,0
F1R4D2T5Delta50Tmax600Iter7,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter8,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter9,0,0,0,0,0,0
F1R4D2T5Delta75Tmax150Iter0,1,0,32.72999161,0,0,0
F1R4D2T5Delta75Tmax150Iter1,1,0,41.25366056,0,0,0
F1R4D2T5Delta75Tmax150Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta75Tmax150Iter3,1,0,33.08289397,0,0,0
F1R4D2T5Delta75Tmax150Iter4,0,0,0,0,0,0
F1R4D2T5Delta75Tmax150Iter5,2,0,64.19092084,0,0,0
F1R4D2T5Delta75Tmax150Iter6,1,0,0,0,54.71173328,0
F1R4D2T5Delta75Tmax150Iter7,1,0,28.88278361,0,0,0
F1R4D2T5Delta75Tmax150Iter8,2,0,62.17815072,0,0,0
F1R4D2T5Delta75Tmax150Iter9,1,0,36.46561266,0,0,0
F1R4D2T5Delta75Tmax300Iter0,1,0,32.72999161,0,0,0
F1R4D2T5Delta75Tmax300Iter1,1,0,41.25366056,0,0,0
F1R4D2T5Delta75Tmax300Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta75Tmax300Iter3,1,0,33.08289397,0,0,0
F1R4D2T5Delta75Tmax300Iter4,0,0,0,0,0,0
F1R4D2T5Delta75Tmax300Iter5,2,0,64.19092084,0,0,0
F1R4D2T5Delta75Tmax300Iter6,1,0,0,0,54.71173328,0
F1R4D2T5Delta75Tmax300Iter7,1,0,28.88278361,0,0,0
F1R4D2T5Delta75Tmax300Iter8,2,0,62.17815072,0,0,0
F1R4D2T5Delta75Tmax300Iter9,1,0,36.46561266,0,0,0
F1R4D2T5Delta75Tmax600Iter0,1,0,32.72999161,0,0,0
F1R4D2T5Delta75Tmax600Iter1,1,0,41.25366056,0,0,0
F1R4D2T5Delta75Tmax600Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta75Tmax600Iter3,1,0,33.08289397,0,0,0
F1R4D2T5Delta75Tmax600Iter4,0,0,0,0,0,0
F1R4D2T5Delta75Tmax600Iter5,2,0,64.19092084,0,0,0
F1R4D2T5Delta75Tmax600Iter6,1,0,0,0,54.71173328,0
F1R4D2T5Delta75Tmax600Iter7,1,0,28.88278361,0,0,0
F1R4D2T5Delta75Tmax600Iter8,2,0,62.17815072,0,0,0
F1R4D2T5Delta75Tmax600Iter9,1,0,36.46561266,0,0,0
F1R4D2T5Delta150Tmax150Iter0,1,0,73.62143437,0,0,0
F1R4D2T5Delta150Tmax150Iter1,2,0,68.48413612,82.61814929,0,0
F1R4D2T5Delta150Tmax150Iter2,2,0,0,0,91.14341605,61.20936031
F1R4D2T5Delta150Tmax150Iter3,1,0,33.08289397,0,0,0
F1R4D2T5Delta150Tmax150Iter4,3,0,67.33279118,72.84368817,0,50.07079543
F1R4D2T5Delta150Tmax150Iter5,2,0,0,31.77660507,72.10220767,0
F1R4D2T5Delta150Tmax150Iter6,1,0,0,0,0,116.2647546
F1R4D2T5Delta150Tmax150Iter7,2,0,50.97252372,0,121.7762718,0
F1R4D2T5Delta150Tmax150Iter8,2,0,0,86.90572281,34.44572056,0
F1R4D2T5Delta150Tmax150Iter9,1,0,0,98.11103921,0,0
F1R4D2T5Delta150Tmax300Iter0,3,0,0,528.6243794,0,0
F1R4D2T5Delta150Tmax300Iter1,3,0,289.4533257,82.61814929,0,0
F1R4D2T5Delta150Tmax300Iter2,3,3,330.2500353,61.20936031,280.6882926,0
F1R4D2T5Delta150Tmax300Iter3,1,1,0,0,208.4047535,0
F1R4D2T5Delta150Tmax300Iter4,2,1,50.07079543,0,0,240.1764794
F1R4D2T5Delta150Tmax300Iter5,2,0,0,103.8788127,0,0
F1R4D2T5Delta150Tmax300Iter6,3,1,0,403.8977548,116.2647546,0
F1R4D2T5Delta150Tmax300Iter7,3,0,326.2684024,0,0,28.88278361
F1R4D2T5Delta150Tmax300Iter8,2,0,318.9134166,0,0,0
F1R4D2T5Delta150Tmax300Iter9,2,0,365.5240697,0,0,0
F1R4D2T5Delta150Tmax600Iter0,3,0,528.6243794,0,0,0
F1R4D2T5Delta150Tmax600Iter1,3,0,0,372.071475,0,0
F1R4D2T5Delta150Tmax600Iter2,3,1,0,610.9383279,0,61.20936031
F1R4D2T5Delta150Tmax600Iter3,2,1,0,0,0,436.709645
F1R4D2T5Delta150Tmax600Iter4,2,1,240.1764794,0,50.07079543,0
F1R4D2T5Delta150Tmax600Iter5,4,1,718.6692673,0,0,0
F1R4D2T5Delta150Tmax600Iter6,3,0,0,0,520.1625094,0
F1R4D2T5Delta150Tmax600Iter7,3,0,28.88278361,0,326.2684024,0
F1R4D2T5Delta150Tmax600Iter8,2,0,318.9134166,0,0,0
F1R4D2T5Delta150Tmax600Iter9,2,0,365.5240697,0,0,0
F1R4D2T10Delta50Tmax150Iter0,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter1,3,0,15.69932875,21.45503868,0,19.79862188
F1R4D2T10Delta50Tmax150Iter2,1,0,19.57038507,0,0,0
F1R4D2T10Delta50Tmax150Iter3,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter4,1,0,17.8575932,0,0,0
F1R4D2T10Delta50Tmax150Iter5,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter6,1,0,19.99792048,0,0,0
F1R4D2T10Delta50Tmax150Iter7,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter8,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter9,1,0,13.98754357,0,0,0
F1R4D2T10Delta50Tmax300Iter0,0,0,0,0,0,0
F1R4D2T10Delta50Tmax300Iter1,3,0,15.69932875,21.45503868,0,19.79862188
F1R4D2T10Delta50Tmax300Iter2,1,0,19.57038507,0,0,0
F1R4D2T10Delta50Tmax300Iter3,0,0,0,0,0,0
F1R4D2T10Delta50Tmax300Iter4,1,0,17.8575932,0,0,0
F1R4D2T10Delta50Tmax300Iter5,0,0,0,0,0,0
